Sex,How Often Shower,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission,Recycles_Paper,Recycles_Plastic,Recycles_Glass,Recycles_Metal,Cooking_Stove,Cooking_Oven,Cooking_Microwave,Cooking_Grill,Cooking_Airfryer,Body Type_normal,Body Type_obese,Body Type_overweight,Body Type_underweight,Diet_omnivore,Diet_pescatarian,Diet_vegan,Diet_vegetarian,Heating Energy Source_coal,Heating Energy Source_electricity,Heating Energy Source_natural gas,Heating Energy Source_wood,Transport_private,Transport_public,Transport_walk/bicycle,Vehicle Type_diesel,Vehicle Type_electric,Vehicle Type_hybrid,Vehicle Type_lpg,Vehicle Type_none,Vehicle Type_petrol,Social Activity_never,Social Activity_often,Social Activity_sometimes,Waste Bag Size_extra large,Waste Bag Size_large,Waste Bag Size_medium,Waste Bag Size_small,CarbonEmission_log
0,0,108,2,741,6,13,7,0,0,1671,1,0,1,1,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,7.421775793644647
1,0,262,0,931,1,3,12,16,0,825,1,0,1,1,1,1,1,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,6.716594773520978
1,1,100,0,9426,6,12,9,7,1,3330,0,1,0,1,1,1,0,0,0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,8.11102783819368
1,3,255,2,69,1,13,10,6,2,1276,0,1,0,1,0,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,7.152268856032539
0,3,212,2,7099,7,24,31,20,2,4072,1,1,0,1,1,0,1,1,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,8.312135107648412
1,3,172,2,74,1,7,2,22,1,1245,1,1,1,0,1,0,0,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,7.1276936993473985
0,2,228,2,940,5,20,35,24,1,2866,0,1,1,0,1,1,1,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,7.96102146588337
1,1,256,3,236,3,15,7,9,0,2136,1,1,0,0,1,0,1,1,1,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,7.667158255319148
1,3,213,2,1544,3,18,10,19,0,1670,1,0,1,0,0,1,0,1,1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,7.421177528595393
1,0,59,1,69,3,0,12,3,1,783,0,0,0,1,1,1,0,1,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,6.664409020350408
0,3,243,2,24,6,0,36,4,0,1668,1,1,0,0,1,0,1,0,0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,7.419979923661835
1,3,202,1,733,7,5,25,8,2,1403,1,0,0,1,0,1,1,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,7.247080584585756
1,3,74,0,86,3,17,20,15,2,1106,1,1,0,0,0,1,0,0,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,7.009408932708637
0,1,272,0,2850,3,6,41,10,0,1977,0,1,1,1,1,1,1,1,1,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,7.589841512182657
1,1,157,3,9199,5,7,27,18,2,2375,1,0,0,1,1,0,1,1,1,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,7.773173680482536
1,0,50,3,1056,4,4,35,22,2,2383,0,0,1,1,0,1,1,0,0,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,7.776535028185241
0,0,272,2,948,5,2,38,13,2,2512,1,1,0,1,1,1,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,7.829232537543592
1,2,278,2,3203,6,16,14,11,1,1744,1,1,0,1,1,1,0,0,0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,7.4645098346365275
0,0,226,3,63,4,8,9,8,1,2045,1,1,0,1,0,0,0,0,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,7.6236419465115715
1,3,62,0,1580,7,9,47,4,0,1868,0,0,1,0,0,0,0,1,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,7.533158807455563
0,3,100,1,6921,2,12,3,22,2,3250,0,1,1,0,1,0,1,0,0,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,8.086717920303906
1,1,252,3,68,3,11,11,22,1,1749,1,0,1,1,0,1,1,0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,7.4673710669175595
1,1,259,0,159,7,13,38,6,0,1635,0,1,1,0,1,0,1,1,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,7.400009517162692
1,3,189,1,4096,6,19,5,8,0,2921,1,1,0,0,1,1,1,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,7.980023592310645
0,1,54,0,1295,3,11,10,9,0,477,1,1,1,1,0,0,0,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,6.169610732491456
0,1,155,1,709,6,21,26,15,2,2384,0,1,1,0,1,1,0,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,7.776954403322442
0,2,100,2,6329,5,20,19,6,0,2259,0,1,1,1,0,0,1,0,0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,7.723120092266331
0,3,147,0,1806,4,22,23,16,0,1782,0,1,0,1,0,1,1,0,0,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,7.48605261786314
0,2,217,0,2,6,20,32,4,1,1788,0,1,1,1,0,1,0,1,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,7.489412083508719
1,3,263,2,84,5,11,38,18,2,2078,1,0,1,1,1,1,1,1,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,7.639642287858013
0,2,180,1,1249,1,15,25,4,2,1629,1,1,1,0,0,1,0,1,1,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,7.396335293800808
1,2,83,3,32,6,12,22,4,0,2191,1,1,0,1,0,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,7.692569648067906
1,1,111,1,1420,3,24,29,12,1,2045,0,1,1,1,0,1,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,7.6236419465115715
0,3,174,2,2330,4,24,8,11,1,2927,1,0,1,0,0,0,0,1,1,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,7.982074875081202
1,1,112,2,57,6,22,6,20,1,2010,0,1,1,1,1,0,1,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,7.606387389772652
1,3,277,3,75,5,11,47,10,1,2287,0,1,0,1,0,0,0,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,7.7354333524996886
0,0,77,0,51,1,9,47,2,0,1070,0,0,0,1,1,0,1,0,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,6.976348070447749
1,0,61,0,7973,1,22,27,8,1,2915,0,0,0,1,0,1,1,0,0,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,7.977968093128549
0,2,225,2,9303,2,3,5,5,1,6232,0,1,1,0,0,0,1,1,1,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,8.73761303680885
0,0,203,2,2360,4,3,47,19,0,2605,0,0,1,0,1,0,1,0,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,7.8655717576847906
1,2,268,2,5402,5,11,34,24,2,3537,0,1,1,1,0,0,0,1,1,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,8.17131687471973
1,3,66,3,38,3,2,32,18,0,2894,0,0,1,0,1,1,1,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,7.970740390007095
0,3,206,3,3694,2,13,40,20,0,3252,1,0,1,1,1,1,1,1,1,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,8.087332926473351
0,3,259,3,11,2,10,38,7,2,3729,1,0,0,0,1,0,1,1,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,8.224163512637862
0,2,261,3,2184,4,23,22,3,1,3148,1,1,0,0,0,1,0,1,1,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,8.054840221101024
0,2,152,3,48,7,19,40,24,0,3249,0,1,1,1,0,1,1,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,8.086410275323782
1,0,137,2,465,7,24,29,12,2,1868,0,0,1,1,0,1,1,1,1,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,7.533158807455563
0,2,293,2,4576,4,16,3,3,0,2325,1,1,0,1,0,1,0,1,1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,7.75190533307861
1,1,232,2,5868,7,3,1,12,0,2436,0,1,0,1,1,0,0,0,0,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,7.798523053625206
0,2,274,0,864,2,21,9,1,1,882,0,0,1,1,0,1,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,6.78332520060396
1,2,65,1,382,1,2,1,16,1,858,1,1,1,0,1,0,0,1,1,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,6.755768921984255
0,3,172,0,9375,4,19,46,22,1,3142,1,0,0,0,0,1,0,1,1,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,8.052933036797567
0,1,165,3,364,7,23,26,21,2,2898,0,1,0,1,0,0,0,0,0,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,7.972121128921655
0,2,148,1,518,4,9,40,5,1,1610,1,1,1,1,0,0,1,1,1,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,7.384610383176974
1,3,90,3,48,6,11,26,22,0,2425,0,0,1,0,1,1,1,0,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,7.793999089503996
0,3,296,1,9928,6,13,49,0,1,4934,0,0,1,1,1,0,0,1,1,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,8.504107951867582
0,1,214,1,13,1,7,42,23,1,1773,1,1,1,0,0,1,1,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,7.480992162869525
0,2,135,2,3570,5,8,48,1,2,3235,1,0,1,0,1,1,1,1,1,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,8.082093278178382
1,3,288,2,1748,3,6,23,23,0,2451,0,1,0,1,0,1,1,1,1,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,7.804659297056102
1,0,239,1,9336,5,9,1,11,2,3491,0,1,0,1,0,1,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,8.158229916959494
1,2,187,3,2710,6,15,13,14,1,3767,0,0,1,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,8.234299635696253
1,1,228,3,8964,1,21,7,11,0,4333,0,0,0,1,0,1,1,1,1,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,8.374246182096304
1,3,142,2,42,6,14,33,17,1,2095,0,1,0,0,1,0,0,1,1,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,7.647786045440933
0,3,255,1,2221,7,20,2,10,0,2857,0,1,1,0,0,0,1,0,0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,7.957877358489813
0,1,292,1,9213,2,1,29,14,1,4277,0,0,0,0,1,0,1,0,0,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,8.361240889642351
1,1,182,2,31,4,9,19,21,2,2517,0,0,1,1,1,0,1,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,7.831220214604293
0,1,237,1,986,2,11,7,15,1,579,1,1,1,1,0,0,0,1,1,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,6.363028103540465
1,2,178,1,8806,7,18,19,10,2,4092,0,0,1,0,1,1,0,0,0,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,8.317033476492403
0,1,75,0,18,4,16,39,1,0,1573,1,0,0,0,1,1,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,7.3613754289773485
1,2,84,3,955,2,13,29,5,0,2761,0,1,1,0,1,0,0,0,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,7.923710333969238
1,1,107,0,1377,1,23,27,3,2,1227,1,1,0,0,1,1,0,1,1,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,7.113142108707088
0,1,109,3,1069,4,17,26,24,0,2694,1,1,1,1,1,1,0,1,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,7.899153483343097
1,2,81,1,337,7,17,30,2,0,1591,0,0,0,1,0,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,7.3727463664043285
1,0,197,3,67,7,6,15,21,1,2608,1,1,0,1,1,0,1,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,7.866722285136729
1,3,114,3,1855,1,14,28,20,0,2195,0,0,0,1,1,0,0,1,1,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,7.694392802629421
1,1,244,2,29,4,1,28,11,0,2070,0,1,0,1,0,1,0,1,1,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,7.635786861395585
0,3,119,1,57,4,7,50,15,2,2022,0,1,1,0,0,1,0,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,7.612336837167746
1,2,297,1,1533,1,18,15,21,0,1417,0,1,1,1,1,0,1,0,0,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,7.257002707092073
0,1,289,3,95,6,15,29,22,2,3227,1,0,0,1,0,0,1,1,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,8.07961802938984
0,0,174,2,239,4,23,34,3,2,2435,1,0,0,0,0,1,1,0,0,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,7.798112628829788
0,1,172,3,73,5,17,14,1,0,2922,1,1,1,0,0,1,0,1,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,7.980365765111246
0,2,168,3,639,5,1,43,3,2,3144,1,0,1,1,0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,8.05356916913454
0,2,206,0,853,1,11,0,10,1,1178,0,1,1,0,1,1,0,1,1,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,7.072421900537371
0,0,193,3,35,1,11,32,17,1,2863,1,0,1,1,0,0,1,1,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,7.9599745280805365
0,1,231,1,20,5,11,9,4,1,1557,1,0,1,0,1,0,1,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,7.351158226430694
1,2,55,2,7749,6,18,15,17,0,3758,1,1,1,1,1,0,1,1,1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,8.231908243564177
0,2,291,0,1558,7,11,13,7,1,1381,1,1,0,1,1,1,0,1,1,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,7.231287004327616
1,2,111,3,70,4,14,14,14,0,1979,0,1,1,1,1,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,7.590852123688581
1,2,171,3,5847,6,8,10,9,0,2385,1,1,1,0,0,0,0,0,0,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,7.777373602657861
1,1,133,2,4,4,1,3,17,0,2165,0,0,0,0,1,1,0,0,0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,7.680637427560936
0,1,295,1,63,2,13,3,10,1,1776,0,1,0,0,1,1,0,0,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,7.482681828154651
0,3,130,2,1910,4,0,48,6,1,2461,0,1,0,1,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,7.808729306744399
0,2,108,0,39,1,23,13,18,2,964,1,0,0,0,0,0,0,1,1,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,6.872128101338986
0,3,170,2,1603,3,23,41,23,0,2665,0,1,1,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,7.888334500738654
1,1,145,3,9277,2,6,36,14,1,2352,1,1,0,0,1,0,0,1,1,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,7.763446388727362
1,1,259,0,743,2,23,21,16,0,1050,0,1,1,0,1,1,0,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,6.957497370876951
0,0,63,0,830,4,14,2,9,0,1339,1,0,0,0,0,1,0,1,1,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,7.200424892944957
0,1,196,2,102,4,6,44,17,0,2517,1,1,1,1,1,0,1,0,0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,7.831220214604293
0,2,259,2,1339,7,24,35,15,2,3501,1,0,0,1,1,0,0,1,1,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,8.161089512845797
1,2,53,2,2016,2,0,13,6,0,1394,0,0,0,1,0,0,0,1,1,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,7.240649694255466
1,2,86,2,1350,7,24,31,17,1,1882,0,0,1,0,1,1,1,1,1,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,7.5406215286571525
0,3,86,1,6492,7,17,30,20,2,1946,0,0,1,1,1,0,0,1,1,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,7.5740450053721995
1,3,156,0,729,4,3,46,17,2,1473,0,1,1,0,1,0,1,1,1,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,7.295735072749282
0,0,144,2,1031,6,9,21,11,1,2094,1,0,1,0,1,0,1,1,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,7.647308832356238
0,1,278,3,75,6,23,8,7,2,3162,0,0,0,0,0,0,0,1,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,8.059276223305648
0,3,194,0,5607,5,21,2,15,0,987,0,0,1,1,0,1,0,1,1,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,6.895682697747868
1,3,264,3,51,6,4,6,24,2,2318,0,1,0,0,0,1,1,1,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,7.7488913372555315
0,0,237,1,35,4,8,39,1,0,1915,0,1,1,0,1,0,0,0,0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,7.557994958530806
0,0,138,0,25,4,8,45,4,0,1342,1,1,0,0,0,1,1,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,7.202661196523238
1,0,168,3,5304,6,9,0,7,1,3402,0,1,0,1,0,0,1,0,0,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,8.132412674500905
0,0,236,1,1438,7,5,48,6,2,1583,1,0,1,1,1,0,0,1,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,7.367708572374371
1,3,51,0,33,3,19,9,22,0,863,1,0,0,1,0,1,0,1,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,6.761572768804055
0,2,84,3,1327,6,18,5,20,0,2078,1,1,1,1,1,0,1,0,0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,7.639642287858013
0,2,182,0,2746,1,15,37,21,0,1129,1,0,0,0,0,1,0,0,0,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,7.029972911706386
0,1,281,1,1646,4,19,2,16,1,1863,0,0,0,0,1,0,0,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,7.530479995245536
1,0,153,0,47,5,4,29,0,2,1510,1,1,0,0,1,1,1,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,7.32052696227274
1,1,264,0,1066,1,7,19,23,0,1572,0,1,1,1,0,1,1,1,1,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,7.360739903058278
0,2,197,3,24,5,15,20,24,1,3040,0,1,0,0,1,0,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,8.019941687677365
1,3,162,0,54,2,11,44,13,0,1716,1,0,1,0,1,0,1,1,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,7.448333860897476
0,0,148,0,35,3,7,16,1,2,691,0,0,0,1,0,1,1,1,1,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,6.539585955617669
0,0,156,2,2,7,18,18,10,0,1867,1,0,0,1,1,0,0,0,0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,7.532623618788788
0,3,185,0,8342,5,0,41,2,1,2186,0,0,1,0,1,1,0,0,0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,7.690286020676768
1,1,64,1,76,2,21,39,21,0,1365,0,1,1,0,1,0,0,1,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,7.2196420401307355
1,0,98,2,66,6,23,37,7,1,2221,0,1,1,0,0,0,0,1,1,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,7.706162970199576
1,1,201,2,1730,7,24,28,6,1,2469,0,1,0,0,0,1,1,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,7.8119734296220225
0,2,292,1,1789,7,11,12,23,0,2196,1,1,1,0,0,1,1,1,1,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,7.69484807238461
0,2,260,0,521,3,5,18,22,1,1482,1,0,0,0,1,1,1,0,0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,7.301822342137932
